MSD_track_id,valence,arousal
TRQQTKT128F426E347,1.3093077881100001,1.48291704738
TRBQSQG12903CBD7D3,-0.981530010788,0.62097324981
TRJQVNX128F425EA29,0.00766439314399,0.7915182792759999
TRZDPAF128F92F7C1F,0.0158508295903,0.390506993776
TRPZUFD128F4273C81,1.0719011311700002,0.8468301807240001
TRDIAFN128F42B31B9,-0.568660732678,-0.049222622737999995
TRFDVKX128F4292ADB,0.24916426831099997,-0.280149811285
TRMYTTC128F4298066,1.0719011311700002,0.8468301807240001
TRUJONK12903C96987,0.815392789182,0.662457175897
TRHSZMH128F42719F4,1.28474847877,1.4368237961700001
TRWBSOX128F92D2DCD,1.17668751768,0.975891284103
TRNHGZJ128F42799B8,0.909991610338,0.48115705448
TRCXXSA128F933627C,-1.07203561372,0.181550921635
TRNXJBS12903CD0B46,0.0158508295903,0.390506993776
TRPOJNO128F42AE435,-0.63451606587,0.041734726313300004
TRFIAKB128F42AFD79,0.0158508295903,0.390506993776
TRLQHQD128F42AFD81,-0.431674362809,0.0955101860516
TRCEKVC128F92E79C8,1.0719011311700002,0.8468301807240001
TRNBGVB128F426AC12,-0.317973856612,-0.399224043572
TRTJPEQ128F42B326B,0.722613176124,-0.0381602424484
TRBFAES12903CE2660,0.957291020918,0.390506993776
TRZEZST128F42A1E7B,-1.8179109343900002,0.5933172990860001
TRBMXRE128F428F8E7,-0.308877816114,-0.10269079413799999
TRSGAWI128F92ECA06,-0.06983387188130001,-0.58206060669
TRNEKEO12903CD0BA7,-0.308877816114,-0.10269079413799999
TRHYHGH128F4292ADD,-1.01564016265,0.421235827911
TRXYOKX128F42AF292,1.14285024704,1.07115066993
TRRPOTW128F4264F80,1.0719011311700002,0.8468301807240001
TRTIVEW128F4261CB5,1.0719011311700002,0.8468301807240001
TRHOSOG128F428B19B,0.262808329055,0.24300858991399998
TRSGKSO128F4266F15,-1.20611125063,-0.181971186214
TRVWJOI128F425D6C5,0.722613176124,-0.0381602424484
TRMEBYQ128F932FEFF,0.815392789182,0.662457175897
TRBAUVN128F932FEF8,0.815392789182,0.662457175897
TRZYJOO128F932FE77,0.815392789182,0.662457175897
TRJBSYG128F4291E11,1.5412568207600001,1.70416465317
TRQWDTQ128F4299988,0.225969365046,0.631728341762
TRRNUMR128F4259FFE,1.0719011311700002,0.8468301807240001
TRFWCES128F92C9AAC,-1.9352498567900003,-0.655809808621
TRHNKIO128F9343026,-1.9352498567900003,-0.655809808621
TRFDQNJ128F92EC421,0.919087650836,-0.6327631830170001
TRNANAN128F428248D,0.909991610338,0.48115705448
TRHWCPE128F4265BA5,1.1783248049700001,1.18331091453
TRIIUGA128F42AD432,-0.8164368757870001,-0.524444042681
TRMFEPK128F4266F29,-0.38255574413099996,-0.19948662167300002
TRWOFCH128F92FC596,0.07315588471460001,-0.38155496394
TRACBNP128F4278243,0.37332522108000005,-0.9231506656209999
TRJWCEA128F4273174,-0.429855154712,-0.7065123849480001
TRMPJGO128F42699CF,1.11192370935,0.9851099343449999
TRWDSMP128F9329C10,0.722613176124,-0.0381602424484
TRGPGDP128F92E65DF,-0.163341168178,-0.244043431169
TRLLNWK128F42825B5,-1.04019947199,-0.06581619317250001
TRGFRWU128F42ADFA6,0.722613176124,-0.0381602424484
TRERSJK12903CAC9C8,0.815392789182,0.662457175897
TRDLEBF128F425A499,0.00766439314399,0.7915182792759999
TRVSBGC128F4283DBB,-1.6173432414500002,0.38359300609499997
TRYTKLB128F92F11FE,-0.308877816114,-0.10269079413799999
TRIGZQI128F4289EEA,0.722613176124,-0.0381602424484
TRMIZVH128F42A52F6,1.26291798158,0.8468301807240001
TRHJSBO128F4281E8F,-0.308877816114,-0.10269079413799999
TRYAEYX128F428D69A,1.5412568207600001,1.70416465317
TRWSXDR128F4272055,1.0719011311700002,0.8468301807240001
TRWQYAX128F934213E,1.5412568207600001,1.70416465317
TRMDEEX12903CE94A0,0.815392789182,0.662457175897
TRMZNMK128F4272652,0.815392789182,0.662457175897
TRCZMLQ128F9307825,0.957291020918,0.390506993776
TRWOVAC128F427BB8D,0.815392789182,0.662457175897
TRWQULL128F428385D,-0.185171665368,0.358241717931
TRAVGAF128F4271A55,-0.431674362809,0.0955101860516
TRVHVNS128F4262D2F,1.5412568207600001,1.70416465317
TRHVJIW128F426751D,-0.7272956789280001,0.38282478524400004
TRLHEQP128F42BA4CC,1.0719011311700002,0.8468301807240001
TRSHTER12903CE5606,1.1783248049700001,1.18331091453
TRIJYWR128F92EA2B1,0.815392789182,0.662457175897
TRHHKGA128F4265558,1.5412568207600001,1.70416465317
TRTMUEB128F9309757,0.5943590051309999,-0.13034674486199999
